ID_CORRELATIVO,ATTRITION
47411,0.14556837103527637
39861,0.368319058034504
38898,0.058934983980733734
50927,0.041294714902709896
32969,0.2172323128916286
89661,0.1832932078098564
12197,0.12914809878181754
71520,0.0018413746536477616
59759,0.368319058034504
36743,0.11856241150169762
10736,0.05351268556175176
5106,0.3301125506239624
44506,0.1783053756997974
47767,0.19578106732135497
74686,0.04326236140038566
63023,0.02014948288868541
13584,0.35435727855497856
317,0.15237233398973968
62570,0.13849742164814868
68244,0.05043677262195841
72881,0.14439013419981234
18280,0.0046061507999497235
70682,0.005116713543531032
79902,0.19634849760275844
35073,0.08505593402633871
84331,0.0380673306074265
70921,0.0674325036511433
82245,0.17806798531105048
17714,0.15734407022649363
13993,0.022318129836880217
658,0.09558708155352602
33916,0.09846844686341846
92737,0.20664903954678635
22844,0.09262749764223603
93339,0.272339215020789
29572,0.0004728470523012871
24751,0.368319058034504
37862,0.019756208788571927
26676,0.14560609002256594
8675,0.09936522788482774
64245,0.1443338405378404
57248,0.368319058034504
3531,0.002450499807401631
9834,0.010871463753911013
74246,0.009239176865943511
56683,0.09539978378984329
16847,0.1361642914409419
96617,0.13903123286804908
94167,0.006222311313635197
42800,0.28631131734947435
70106,0.043852775438364425
42486,0.14544713499504971
78076,0.1554116350693083
85819,0.2821492767338472
15786,0.11816311253731185
61483,0.001272380448035439
25630,0.1540077445686295
22501,0.061511861217595006
92447,0.3518989563882328
13795,0.007576658538726597
57101,0.06439665735584083
55077,0.2116791631303891
47600,0.18391188822579874
5924,0.368319058034504
34900,0.2295861335157104
91990,0.3235880179479752
50268,0.32143819222245984
66401,0.19109141884714687
18014,0.029127491589848578
20006,0.09101751951298635
55391,0.3061443697172742
40304,0.368319058034504
12832,0.15845464505327903
41746,0.054647294902117484
69384,0.14296484494363856
56225,0.3377068825902412
46522,0.04079913467460716
59922,0.07825092505181647
48609,0.07054748240551852
77235,0.2892089038301667
8082,0.03841662929506633
65539,0.00474132169568203
39769,0.09961588880224598
96098,0.10286658806929018
86925,0.368319058034504
53370,0.23144139599643088
60773,0.017385870969575144
47138,0.368319058034504
44098,0.023445026973448593
61301,0.03002909771166806
38956,0.12262513722412041
7585,0.31597832167488793
14240,0.19585048498910784
49732,0.10106420368396336
48849,0.012455345311597315
72202,0.11542806983966128
14480,0.368319058034504
33035,0.00810631812015832
43985,0.19488298447910582
85217,0.006710485421671151
8121,0.1835887887501036
95484,0.09787460601460904
57781,0.0036749921342583976
85281,0.04685810472503283
71928,0.11035155941070036
79044,0.013739876076831869
54020,0.368319058034504
46617,0.17983425393009192
3924,0.368319058034504
76379,0.029350020276013026
62379,0.10225249912536692
80390,0.22704779554055565
95214,0.04863226210499216
24624,0.368319058034504
89328,0.027935846064058224
85616,0.12422492775946811
84393,0.368319058034504
63954,0.2414236026511314
20998,0.368319058034504
42995,0.013709524696344021
67212,0.13802301837121173
95562,0.10611479989777343
1869,0.053721096475265635
81929,0.2801897848926264
72552,0.31407326388981627
34425,0.0182902025921478
83123,0.22784180327067222
90228,0.029966843585047875
27741,0.10612569376589445
53991,0.03583876477153199
15167,0.006729033736276298
29006,0.0014509111798711551
86461,0.08371359941305159
22615,0.08354479325082233
90108,0.24629907447993402
12561,0.30779621955426206
18306,0.368319058034504
78913,0.28646843750207995
38785,0.08655539589487618
13919,0.06718432830720027
59619,0.030355041900083556
17801,0.11867675235290288
11683,0.07562664480632601
50393,0.3150219571519142
1414,0.16519956808284725
49705,0.16458790299137926
11495,0.1339843447016531
74515,0.042620151059722056
87870,0.17838292924105725
18347,0.15851613272653
3854,0.368319058034504
19733,0.16416826335083767
44194,0.19462350302612072
80652,0.08051907798843624
22356,0.09004043226900967
56887,0.1374916643651485
54654,0.12725910051187764
81154,0.08875843374564299
60139,0.0260988822581116
49481,0.23402041169268797
13027,0.14613949355835815
6073,0.055552145370972666
21221,0.04084326869992342
78849,0.09034712038984881
98453,0.039629272043965644
43204,0.14963984476677283
49495,0.10964055986688209
50040,0.09917180075871469
62238,0.35383764854288285
96941,0.16414016825797187
51613,0.22114655021321336
28840,0.14455935318849666
88334,0.3458038014113459
40679,0.368319058034504
91906,0.16376768764468774
61997,0.32404724750098
96234,0.06182529020514853
35191,0.07960315843563842
99214,0.0008390708771406573
94474,0.24891599932942743
70794,0.12308595515752525
96104,0.0277122075683709
63209,0.03614594492028016
78212,0.14723435098457766
9699,0.09404830733650917
89800,0.041940209832514834
52248,0.16286703533460778
48960,0.04060082578830668
77980,0.368319058034504
58769,0.19859637793017373
74585,0.06504621148766407
33294,0.04487647437493365
93240,0.1690050776580036
27238,0.14654746910230856
2569,0.368319058034504
51644,0.16156696106985166
48318,0.011754144384896794
9421,0.29054473941603537
77916,0.1113097749479554
11814,0.23970790535072556
61073,0.12597363802991168
64158,0.024706590997056778
2805,0.09732452342142794
72093,0.21380604991829003
48104,0.11575870224280446
20668,0.21283886396480184
68085,0.010563901432318194
63923,0.014166691579157531
53517,0.15330827154328744
3104,0.368319058034504
99805,0.2417743075712047
39359,0.241642848762877
18783,0.06778305598515484
15511,0.35505142515660965
77153,0.022293770968371616
45019,0.3014016747065628
85462,0.06768518762410378
96718,0.024973714080855726
34821,0.3335893835380507
22810,0.08649977488296412
93544,0.15467016785626625
35535,0.10885686499204247
65259,0.368319058034504
75047,0.024276998145430134
58877,0.2433033073393452
64070,0.2034451328385726
41996,0.12310793071275529
71713,0.18841612039395836
38718,0.06988813862932386
17155,0.368319058034504
24713,0.08928525773209889
62892,0.0034913230698860533
29011,0.07922354413120399
6645,0.030784702129068572
41304,0.1377877225567411
58739,0.10276094295057946
23285,0.17455384898595483
