ID_CORRELATIVO,ATTRITION
47411,0.8198832273483276
39861,0.4824930727481842
38898,0.04639264568686485
50927,0.0080719580873847
32969,0.8981503844261169
89661,0.24499908089637756
12197,0.01052821148186922
71520,0.037495847791433334
59759,0.6851637959480286
36743,0.06954259425401688
10736,0.12460613995790482
5106,0.7406753897666931
44506,0.09258875995874405
47767,0.24993713200092316
74686,0.011384612880647182
63023,0.0015602962812408805
13584,0.5103424787521362
317,0.007489724084734917
62570,0.004106872249394655
68244,0.01780112087726593
72881,0.12529157102108002
18280,6.390428552549565e-06
70682,0.006846309173852205
79902,0.017549552023410797
35073,0.014577891677618027
84331,0.035874124616384506
70921,0.014743193052709103
82245,0.2195524275302887
17714,0.026078475639224052
13993,0.006228991784155369
658,0.4270387291908264
33916,0.17422150075435638
92737,0.8879340887069702
22844,0.024935469031333923
93339,0.32973459362983704
29572,0.00013490680430550128
24751,0.8984800577163696
37862,0.014458638615906239
26676,0.051381438970565796
8675,0.11637027561664581
64245,0.1515093594789505
57248,0.728027880191803
3531,0.0019907979294657707
9834,0.009777189232409
74246,0.0018268923740833998
56683,0.0022506369277834892
16847,0.014800780452787876
96617,0.057946860790252686
94167,0.018763966858386993
42800,0.47524574398994446
70106,0.04437042027711868
42486,0.07761979103088379
78076,0.06847646832466125
85819,0.502417266368866
15786,0.1453740894794464
61483,0.0020023800898343325
25630,0.0369202122092247
22501,0.02567802369594574
92447,0.035809971392154694
13795,0.008913582190871239
57101,0.010106321424245834
55077,0.02040637657046318
47600,0.16728119552135468
5924,0.6647446155548096
34900,0.013264334760606289
91990,0.1887909471988678
50268,0.23860003054141998
66401,0.039949193596839905
18014,0.005203349515795708
20006,0.05857758969068527
55391,0.13168247044086456
40304,0.23454581201076508
12832,0.16770580410957336
41746,0.0009759193635545671
69384,0.27012166380882263
56225,0.2449476420879364
46522,0.0372902974486351
59922,0.01931837759912014
48609,0.026636114344000816
77235,0.4691788852214813
8082,0.008196968585252762
65539,0.022744646295905113
39769,0.053035859018564224
96098,0.03548872470855713
86925,0.8984800577163696
53370,0.12878629565238953
60773,0.14289714395999908
47138,0.06770145148038864
44098,0.002027994254603982
61301,0.014676958322525024
38956,0.03357340395450592
7585,0.13806429505348206
14240,0.023502256721258163
49732,0.021856965497136116
48849,0.0009489856311120093
72202,0.06943483650684357
14480,0.03423648700118065
33035,0.01649501919746399
43985,0.026490647345781326
85217,0.019765032455325127
8121,0.15482188761234283
95484,0.05209674686193466
57781,0.006130774971097708
85281,0.00022464308131020516
71928,0.026227356866002083
79044,0.00023113415227271616
54020,0.7027479410171509
46617,0.017706193029880524
3924,0.42245611548423767
76379,0.006793862208724022
62379,0.07748102396726608
80390,0.09631834179162979
95214,0.005314906593412161
24624,0.7405285835266113
89328,0.02137742005288601
85616,0.18546324968338013
84393,0.08578713238239288
63954,0.05070062354207039
20998,0.3878099322319031
42995,0.011516483500599861
67212,0.30775848031044006
95562,0.024349842220544815
1869,0.026913322508335114
81929,0.009729119017720222
72552,0.13632644712924957
34425,0.02116105891764164
83123,0.14639560878276825
90228,0.003050033701583743
27741,0.11911381036043167
53991,0.005956831853836775
15167,0.03249679505825043
29006,0.014816990122199059
86461,0.09064365178346634
22615,0.8984800577163696
90108,0.013176251202821732
12561,0.013757542707026005
18306,0.2477625608444214
78913,0.3927762508392334
38785,0.02988247014582157
